title,author,category,event_type,time,link,location,sub_category
Multivariate Triangular Quantile Maps for Novelty Detection,Jingjing Wang · Sun Sun · Yaoliang Yu,Algorithms,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15554,East Exhibition Hall B + C,Unsupervised Learning
Effective End-to-end Unsupervised Outlier Detection via Inlier Priority of Discriminative Network,Siqi Wang · Yijie Zeng · Xinwang Liu · En Zhu · Jianping Yin · Chuanfu Xu · Marius Kloft,Algorithms,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15554,East Exhibition Hall B + C,Unsupervised Learning
High-Quality Self-Supervised Deep Image Denoising,Samuli Laine · Tero Karras · Jaakko Lehtinen · Timo Aila,Algorithms,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15554,East Exhibition Hall B + C,Unsupervised Learning
Object landmark discovery through unsupervised adaptation,Enrique Sanchez · Georgios Tzimiropoulos,Algorithms,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15554,East Exhibition Hall B + C,Unsupervised Learning
PIDForest: Anomaly Detection via Partial Identification,Parikshit Gopalan · Vatsal Sharan · Udi Wieder,Algorithms,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15554,East Exhibition Hall B + C,Unsupervised Learning
Robust Principal Component Analysis with Adaptive Neighbors,Rui Zhang · Hanghang Tong,Algorithms,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15554,East Exhibition Hall B + C,Unsupervised Learning
DISN: Deep Implicit Surface Network for High-quality Single-view 3D Reconstruction,Qiangeng Xu · Weiyue Wang · Duygu Ceylan ·  Radomir Mech · Ulrich Neumann,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
DM2C: Deep Mixed-Modal Clustering,Yangbangyan Jiang · Qianqian Xu · Zhiyong Yang · Xiaochun Cao · Qingming Huang,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
ETNet: Error Transition Network for Arbitrary Style Transfer,Chunjin Song · Zhijie Wu · Yang Zhou · Minglun Gong · Hui Huang,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Joint-task Self-supervised Learning for Temporal Correspondence,Xueting Li · Sifei Liu · Shalini De Mello · Xiaolong Wang · Jan Kautz · Ming-Hsuan Yang,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Learning Conditional Deformable Templates with Convolutional Networks,Adrian Dalca · Marianne Rakic · John Guttag · Mert Sabuncu,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Learning Object Bounding Boxes for 3D Instance Segmentation on Point Clouds,Bo Yang · Jianan Wang · Ronald Clark · Qingyong Hu · Sen Wang · Andrew Markham · Niki Trigoni,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Learning to Predict Layout-to-image Conditional Convolutions for Semantic Image Synthesis,Xihui Liu · Guojun Yin · Jing Shao · Xiaogang Wang · hongsheng Li,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
NeurVPS: Neural Vanishing Point Scanning via Conic Convolution,Yichao Zhou · Haozhi Qi · Jingwei Huang · Yi Ma,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Saccader: Improving Accuracy of Hard Attention Models for Vision,Gamaleldin Elsayed · Simon Kornblith · Quoc V Le,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Scene Representation Networks: Continuous 3D-Structure-Aware Neural Scene Representations,Vincent Sitzmann · Michael Zollhoefer · Gordon Wetzstein,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Stand-Alone Self-Attention in Vision Models,Niki Parmar · Prajit Ramachandran · Ashish Vaswani · Irwan Bello · Anselm Levskaya · Jon Shlens,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Unsupervised Scale-consistent Depth and Ego-motion Learning from Monocular Video,Jiawang Bian · Zhichao Li · Naiyan Wang · Huangying Zhan · Chunhua Shen · Ming-Ming Cheng · Ian Reid,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Volumetric Correspondence Networks for Optical Flow,Gengshan Yang · Deva Ramanan,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Zero-Shot Semantic Segmentation,Maxime Bucher · Tuan-Hung VU · Matthieu Cord · Patrick Pérez,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15555,East Exhibition Hall B + C,Computer Vision
Category Anchor-Guided Unsupervised Domain Adaptation for Semantic Segmentation,Qiming ZHANG · Jing Zhang · Wei Liu · Dacheng Tao,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
Exploiting Local and Global Structure for Point Cloud Semantic Segmentation with Contextual Point Representations,Xu Wang · Jingming He · Lin Ma,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
Learnable Tree Filter for Structure-preserving Feature Transform,Lin Song · Yanwei Li · Zeming Li · Gang Yu · Hongbin Sun · Jian Sun · Nanning Zheng,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
Memory-oriented Decoder for Light Field Salient Object Detection,Miao Zhang · Jingjing Li · JI WEI · Yongri Piao · Huchuan Lu,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
Multi-source Domain Adaptation for Semantic Segmentation,Sicheng Zhao · Bo Li · Xiangyu Yue · Yang Gu · Pengfei Xu · Runbo Hu · Hua Chai · Kurt Keutzer,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
Probabilistic Watershed: Sampling all spanning forests for seeded segmentation and semi-supervised learning,Enrique Fita Sanmartin · Sebastian Damrich · Fred Hamprecht,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
Region Mutual Information Loss for Semantic Segmentation,Shuai Zhao · Yang Wang · Zheng Yang · Deng Cai,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
Topology-Preserving Deep Image Segmentation,Xiaoling Hu · Fuxin Li · Dimitris Samaras · Chao Chen,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
Unsupervised Object Segmentation by Redrawing,Mickaël Chen · Thierry Artières · Ludovic Denoyer,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15556,East Exhibition Hall B + C,Image Segmentation
PerspectiveNet: 3D Object Detection from a Single RGB Image via Perspective Points,Siyuan Huang · Yixin Chen · Tao Yuan · Siyuan Qi · Yixin Zhu · Song-Chun Zhu,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15557,East Exhibition Hall B + C,Object Detection
Cascade RPN: Delving into High-Quality Region Proposal Network with Adaptive Convolution,Thang Vu · Hyunjun Jang · Trung X. Pham · Chang Yoo,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15557,East Exhibition Hall B + C,Object Detection
Consistency-based Semi-supervised Learning for Object detection,Jisoo Jeong · Seungeui Lee · Jeesoo Kim · Nojun Kwak,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15557,East Exhibition Hall B + C,Object Detection
FreeAnchor: Learning to Match Anchors for Visual Object Detection,Xiaosong Zhang · Fang Wan · Chang Liu · Rongrong Ji · Qixiang Ye,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15557,East Exhibition Hall B + C,Object Detection
One-Shot Object Detection with Co-Attention and Co-Excitation,Ting-I Hsieh · Yi-Chen Lo · Hwann-Tzong Chen · Tyng-Luh Liu,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15557,East Exhibition Hall B + C,Object Detection
Learning-In-The-Loop Optimization: End-To-End Control And Co-Design Of Soft Robots Through Learned Deep Latent Representations,Andrew Spielberg · Allan Zhao · Yuanming Hu · Tao Du · Wojciech Matusik · Daniela Rus,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15558,East Exhibition Hall B + C,Robotics
Multiple Futures Prediction,Charlie Tang · Russ Salakhutdinov,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15558,East Exhibition Hall B + C,Robotics
Neural Lyapunov Control,Ya-Chien Chang · Nima Roohi · Sicun Gao,Applications,Poster,Wed Dec 11th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15558,East Exhibition Hall B + C,Robotics
